Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1615,CA-2017-132213,25-04-17,26-04-17,First Class,PN-18775,Parhena Norris,Tennessee,37211,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,0.2,6.792
1616,CA-2017-125640,25-07-17,29-07-17,Standard Class,DD-13570,Dorothy Dickinson,Pennsylvania,19134,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.304,1,0.2,1.0738
1617,CA-2017-154137,11-11-17,17-11-17,Standard Class,MT-17815,Meg Tillman,New York,10009,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0,0
1618,CA-2017-155607,26-11-17,30-11-17,Standard Class,FG-14260,Frank Gastineau,New York,10009,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0,14.6825
1619,CA-2017-155607,26-11-17,30-11-17,Standard Class,FG-14260,Frank Gastineau,New York,10009,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.344,4,0.2,32.6704
1620,CA-2017-128335,29-09-17,05-10-17,Standard Class,JA-15970,Joseph Airdo,New York,10550,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0,10.9698
1621,CA-2017-128335,29-09-17,05-10-17,Standard Class,JA-15970,Joseph Airdo,New York,10550,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.2285
1622,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0,29.3284
1623,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,California,90045,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0,38.9312
1624,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.38
1625,CA-2017-128734,24-12-17,31-12-17,Standard Class,JL-15175,James Lanier,Arizona,85224,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.2,1.9224
1626,CA-2017-128734,24-12-17,31-12-17,Standard Class,JL-15175,James Lanier,Arizona,85224,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,3,0.2,105.297
1627,CA-2017-125101,06-03-17,10-03-17,Second Class,SH-19975,Sally Hughsby,California,94109,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.945
1628,CA-2017-169929,25-09-17,28-09-17,First Class,LS-17200,Luke Schmidt,Montana,59601,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,5,0,10.374
1629,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Illinois,60653,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198
1630,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Illinois,60653,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,0.3,-178.8468
1631,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Illinois,60653,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.6,-10.3124
1632,CA-2017-106432,19-10-17,24-10-17,Standard Class,CA-12265,Christina Anderson,Texas,76706,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224
1633,CA-2017-106432,19-10-17,24-10-17,Standard Class,CA-12265,Christina Anderson,Texas,76706,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,0.32,-91.7586
1634,CA-2017-108749,12-09-17,15-09-17,First Class,DJ-13510,Don Jones,Rhode Island,2895,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,7,0,21.7728
1635,CA-2017-108749,12-09-17,15-09-17,First Class,DJ-13510,Don Jones,Rhode Island,2895,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,3,0,22.89
1636,CA-2017-163335,24-09-17,27-09-17,First Class,AG-10675,Anna Gayman,Georgia,31907,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3,0,10.0725
1637,CA-2017-163335,24-09-17,27-09-17,First Class,AG-10675,Anna Gayman,Georgia,31907,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,0,17.8066
1638,US-2017-136679,14-11-17,18-11-17,Standard Class,XP-21865,Xylona Preis,Texas,77506,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922
1639,US-2017-136679,14-11-17,18-11-17,Standard Class,XP-21865,Xylona Preis,Texas,77506,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504
1640,US-2017-141943,05-05-17,09-05-17,Standard Class,DK-12985,Darren Koutras,California,94122,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,0,11.58
1641,US-2017-159562,09-09-17,15-09-17,Standard Class,JB-16000,Joy Bell-,Michigan,48066,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
1642,CA-2017-134635,15-04-17,17-04-17,Second Class,NS-18640,Noel Staavos,California,90049,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,79.14,3,0,36.4044
1643,CA-2017-167080,10-06-17,14-06-17,Standard Class,LC-16930,Linda Cazamias,New York,10011,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,5,0,4.2
1644,CA-2017-145653,01-09-17,01-09-17,Same Day,CA-12775,Cynthia Arntzen,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,7,0,134.5302
1645,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Missouri,65807,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
1646,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Missouri,65807,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299
1647,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Missouri,65807,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,0,20.7312
1648,US-2017-109582,12-09-17,17-09-17,Second Class,JM-15865,John Murray,California,90036,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,0,79.8912
1649,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,California,93727,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184
1650,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,California,93727,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145
1651,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,California,93727,West,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,1,0,12.6813
1652,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,California,93727,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",27.496,7,0.2,9.2799
1653,CA-2017-131037,22-08-17,23-08-17,First Class,TM-21490,Tony Molinari,California,94110,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,210.008,1,0.2,2.6251
1654,CA-2017-146367,04-08-17,08-08-17,Standard Class,HM-14860,Harry Marie,Texas,75007,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,3,0.8,-5.6406
1655,US-2017-110989,03-11-17,05-11-17,Second Class,EJ-14155,Eva Jacobs,Washington,98105,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,3,0,10.875
1656,US-2017-114034,03-01-17,08-01-17,Standard Class,DL-13315,Delfina Latchford,California,91730,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,0,18.6624
1657,US-2017-115595,09-10-17,11-10-17,First Class,XP-21865,Xylona Preis,California,90032,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5,0,16.544
1658,CA-2017-158722,20-10-17,26-10-17,Standard Class,MA-17560,Matt Abelman,Pennsylvania,19120,East,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,45.528,3,0.2,15.9348
1659,CA-2017-147452,30-09-17,03-10-17,First Class,CS-11845,Cari Sayre,Washington,98103,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,5.7624
1660,CA-2017-147452,30-09-17,03-10-17,First Class,CS-11845,Cari Sayre,Washington,98103,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,167.94,3,0,82.2906
1661,CA-2017-147452,30-09-17,03-10-17,First Class,CS-11845,Cari Sayre,Washington,98103,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,0,1.0114
1662,US-2017-114657,16-11-17,21-11-17,Standard Class,MH-18115,Mick Hernandez,New York,10701,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,52.44,4,0,24.1224
1663,CA-2017-144484,11-09-17,11-09-17,Same Day,CB-12025,Cassandra Brandow,California,94110,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,0,11.6496
1664,CA-2017-144484,11-09-17,11-09-17,Same Day,CB-12025,Cassandra Brandow,California,94110,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0,113.848
1665,CA-2017-125913,16-01-17,16-01-17,Same Day,JO-15145,Jack O'Briant,California,90008,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,0,8.0968
1666,CA-2017-125913,16-01-17,16-01-17,Same Day,JO-15145,Jack O'Briant,California,90008,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877
1667,CA-2017-147333,14-12-17,20-12-17,Standard Class,KL-16555,Kelly Lampkin,Arkansas,72701,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312
1668,CA-2017-147333,14-12-17,20-12-17,Standard Class,KL-16555,Kelly Lampkin,Arkansas,72701,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0,8.5025
1669,US-2017-104094,07-09-17,11-09-17,Standard Class,AG-10675,Anna Gayman,Wisconsin,53209,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,0,1.8872
1670,CA-2017-152709,07-10-17,12-10-17,Standard Class,DB-13210,Dean Braden,Michigan,48234,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0,22.2352
1671,CA-2017-105991,05-05-17,06-05-17,First Class,LH-17020,Lisa Hazard,Colorado,80027,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,0.2,7.434
1672,CA-2017-105991,05-05-17,06-05-17,First Class,LH-17020,Lisa Hazard,Colorado,80027,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,8,0.7,-7.3232
1673,CA-2017-105991,05-05-17,06-05-17,First Class,LH-17020,Lisa Hazard,Colorado,80027,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,89.991,3,0.7,-152.9847
1674,US-2017-136784,30-04-17,05-05-17,Standard Class,AD-10180,Alan Dominguez,California,94122,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,163.96,4,0,80.3404
1675,CA-2017-151218,20-06-17,23-06-17,First Class,PJ-19015,Pauline Johnson,Florida,33180,South,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,4.464,1,0.2,0.3348
1676,CA-2017-144883,15-08-17,19-08-17,Standard Class,BO-11350,Bill Overfelt,Minnesota,55113,Central,OFF-LA-10000305,Office Supplies,Labels,Avery 495,50.4,8,0,23.184
1677,CA-2017-142174,04-03-17,09-03-17,Standard Class,DP-13000,Darren Powers,Texas,77041,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,89.568,2,0.2,32.4684
1678,CA-2017-108791,27-07-17,31-07-17,Standard Class,TM-21490,Tony Molinari,New York,10701,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,14.89,1,0,4.0203
1679,CA-2017-108791,27-07-17,31-07-17,Standard Class,TM-21490,Tony Molinari,New York,10701,East,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
1680,CA-2017-131254,19-11-17,21-11-17,First Class,NC-18415,Nathan Cano,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058,3,0.3,-46.3998
1681,CA-2017-131254,19-11-17,21-11-17,First Class,NC-18415,Nathan Cano,Texas,77095,Central,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5,0.2,3.912
1682,CA-2017-131254,19-11-17,21-11-17,First Class,NC-18415,Nathan Cano,Texas,77095,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782
1683,CA-2017-137876,30-04-17,05-05-17,Standard Class,DJ-13510,Don Jones,California,94110,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0,21.4368
1684,CA-2017-137876,30-04-17,05-05-17,Standard Class,DJ-13510,Don Jones,California,94110,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,0,14.9744
1685,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284
1686,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,1,0.2,1.5691
1687,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,20.736,4,0.2,7.2576
1688,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888
1689,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836
1690,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,4,0.7,-26.2476
1691,US-2017-162558,02-10-17,05-10-17,First Class,Dp-13240,Dean percer,Tennessee,37918,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.928
1692,CA-2017-134439,18-09-17,23-09-17,Second Class,TM-21010,Tamara Manning,Nebraska,68801,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0,7.98
1693,CA-2017-111577,16-10-17,21-10-17,Standard Class,AJ-10780,Anthony Jacobs,Arizona,85254,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,307.776,7,0.2,111.5688
1694,CA-2017-108539,21-03-17,23-03-17,Second Class,SC-20725,Steven Cartwright,California,90045,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936
1695,CA-2017-108539,21-03-17,23-03-17,Second Class,SC-20725,Steven Cartwright,California,90045,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498
1696,CA-2017-108539,21-03-17,23-03-17,Second Class,SC-20725,Steven Cartwright,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836
1697,US-2017-103814,09-12-17,16-12-17,Standard Class,LH-16900,Lena Hernandez,Illinois,60068,Central,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.856,9,0.2,48.5514
1698,US-2017-126060,14-04-17,18-04-17,Standard Class,DW-13585,Dorothy Wardle,North Carolina,28314,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192
1699,CA-2017-100951,09-06-17,10-06-17,First Class,NC-18625,Noah Childs,Texas,75217,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057
1700,CA-2017-158071,10-06-17,15-06-17,Standard Class,BD-11320,Bill Donatelli,Washington,98103,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
1701,CA-2017-158071,10-06-17,15-06-17,Standard Class,BD-11320,Bill Donatelli,Washington,98103,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.56,4,0,5.4332
1702,CA-2017-158071,10-06-17,15-06-17,Standard Class,BD-11320,Bill Donatelli,Washington,98103,West,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1,0,3.895
1703,CA-2017-147403,10-09-17,13-09-17,First Class,KH-16630,Ken Heidel,Ohio,44312,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3,0.2,28.7064
1704,US-2017-136721,08-04-17,12-04-17,Standard Class,NH-18610,Nicole Hansen,Michigan,48237,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296
1705,US-2017-136721,08-04-17,12-04-17,Standard Class,NH-18610,Nicole Hansen,Michigan,48237,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,0,79.794
1706,CA-2017-134152,27-05-17,31-05-17,Standard Class,RP-19855,Roy Phan,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
1707,CA-2017-134152,27-05-17,31-05-17,Standard Class,RP-19855,Roy Phan,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3,0,7.86
1708,CA-2017-161410,26-06-17,03-07-17,Standard Class,CC-12220,Chris Cortes,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79
1709,CA-2017-161410,26-06-17,03-07-17,Standard Class,CC-12220,Chris Cortes,Pennsylvania,19143,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14,0.4,72.7888
1710,CA-2017-152786,12-03-17,17-03-17,Standard Class,GA-14725,Guy Armstrong,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0,18.5886
1711,CA-2017-164707,18-02-17,21-02-17,Second Class,CV-12805,Cynthia Voltz,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3,0.2,10.4985
1712,CA-2017-164707,18-02-17,21-02-17,Second Class,CV-12805,Cynthia Voltz,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0,47.0979
1713,CA-2017-164707,18-02-17,21-02-17,Second Class,CV-12805,Cynthia Voltz,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0,4.8118
1714,CA-2017-163874,10-11-17,12-11-17,Second Class,NC-18535,Nick Crebassa,Washington,98105,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,3,0.2,9.5526
1715,CA-2017-132262,21-09-17,23-09-17,First Class,ML-18265,Muhammed Lee,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158
1716,CA-2017-132262,21-09-17,23-09-17,First Class,ML-18265,Muhammed Lee,Washington,98103,West,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2,0,26.3934
1717,CA-2017-123043,24-08-17,29-08-17,Standard Class,AH-10195,Alan Haines,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71
1718,CA-2017-123043,24-08-17,29-08-17,Standard Class,AH-10195,Alan Haines,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104
1719,CA-2017-108854,08-12-17,14-12-17,Standard Class,DM-13345,Denise Monton,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4,0,40.4432
1720,CA-2017-108854,08-12-17,14-12-17,Standard Class,DM-13345,Denise Monton,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1,0.2,8.409
1721,CA-2017-108854,08-12-17,14-12-17,Standard Class,DM-13345,Denise Monton,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93
1722,CA-2017-108854,08-12-17,14-12-17,Standard Class,DM-13345,Denise Monton,California,94109,West,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0,11.1176
1723,CA-2017-166856,18-09-17,22-09-17,Standard Class,TS-21505,Tony Sayre,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528
1724,CA-2017-166856,18-09-17,22-09-17,Standard Class,TS-21505,Tony Sayre,New Mexico,88101,West,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0,8.1072
1725,US-2017-125647,23-09-17,28-09-17,Standard Class,LC-16870,Lena Cacioppo,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,0.8,-197.5752
1726,US-2017-125647,23-09-17,28-09-17,Standard Class,LC-16870,Lena Cacioppo,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736,4,0.2,7.2576
1727,US-2017-125647,23-09-17,28-09-17,Standard Class,LC-16870,Lena Cacioppo,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,0.2,-8.9964
1728,CA-2017-103009,03-11-17,05-11-17,Second Class,PJ-18835,Patrick Jones,Kentucky,40475,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,5,0,11.88
1729,US-2017-120649,20-01-17,26-01-17,Standard Class,JF-15490,Jeremy Farry,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0,1.0208
1730,CA-2017-117422,21-10-17,25-10-17,Standard Class,FC-14245,Frank Carlisle,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568
1731,CA-2017-117422,21-10-17,25-10-17,Standard Class,FC-14245,Frank Carlisle,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716
1732,CA-2017-117422,21-10-17,25-10-17,Standard Class,FC-14245,Frank Carlisle,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728
1733,CA-2017-129707,25-04-17,29-04-17,Standard Class,LH-16750,Larry Hughes,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.896,4,0.2,0.6672
1734,US-2017-153633,13-11-17,18-11-17,Second Class,TC-21295,Toby Carlisle,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1,0.2,0.1548
1735,CA-2017-155929,09-09-17,13-09-17,Standard Class,AI-10855,Arianne Irving,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388
1736,US-2017-108700,19-05-17,23-05-17,Standard Class,PJ-18835,Patrick Jones,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808
1737,CA-2017-160962,28-04-17,02-05-17,Standard Class,MC-17605,Matt Connell,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336
1738,CA-2017-160962,28-04-17,02-05-17,Standard Class,MC-17605,Matt Connell,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2,0.2,0.7704
1739,CA-2017-116680,04-09-17,06-09-17,Second Class,PK-19075,Pete Kriz,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368
1740,CA-2017-116680,04-09-17,06-09-17,Second Class,PK-19075,Pete Kriz,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392
1741,CA-2017-101574,28-09-17,04-10-17,Standard Class,BD-11725,Bruce Degenhardt,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
1742,CA-2017-116946,19-12-17,23-12-17,Standard Class,TS-21505,Tony Sayre,Colorado,80134,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008
